Item Code,Avg. Rate,Qty
91007103,0,2
91007104,0,5
91007105,0,2
91007106,0,1
91007107,0,2
91007109,0,13
91007110,0,10
91007111,0,3
91007112,0,1
91007113,0,2
91007114,0,3
91007115,0,3
91007116,0,1
91007117,0,5
91007118,0,6
91007119,0,10
91007130,0,1
91007131,0,5
91007132,0,1
91007133,0,1
91007134,0,2
91007136,0,1
91007139,0,4
91007143,0,4
91007153,0,8
91007154,0,2
91007155,0,5
91007156,0,6
91007158,0,3
91007159,0,1
91007170,0,4
91007173,0,3
91007174,0,4
91007175,0,5
91007176,0,8
91007178,0,4
91007180,0,1
91007181,0,1
91007182,0,2
91007183,0,7
91007186,0,6
91007187,0,7
91007189,0,1
91007193,0,27
91007194,0,5
91007196,0,4
91007199,0,4
91007201,0,3
91007204,1899,5
91007206,0,4
91007207,4,4
91007210,0,4
91007211,3500,3
91007212,0,7
91007216,0,2
91007218,0,4
91007220,0,5
91007222,0,1
91007224,0,7
91007225,0,3
91007233,0,2
91007234,0,5
91007243,0,3
91007244,0,6
91007252,0,2
91007253,0,1
91007257,0,3
91007260,0,2
91007262,0,7
91007263,0,1
91007265,0,1
91007270,0,4
91007272,0,1
91007274,0,4
91007276,0,8
91007277,0,13
91007278,0,1
91007280,0,3
91007283,0,7
91007285,0,6
91007289,0,1
91007290,0,1
91007291,0,2
91007300,0,5
91007301,0,2
91007305,0,1
91007306,0,12
91007307,0,3
91007309,0,1
91007310,0,1
91007311,0,3
91007312,0,2
91007313,0,7
91007315,0,2
91007317,0,3
91007318,0,5
91007319,0,1
91007322,0,3
91007323,0,1
91007324,0,1
91007326,0,1
91007328,0,1
91007329,0,2
91007330,0,7
91007331,0,5
91007333,0,10
91007334,0,27
91007337,0,1
91007344,0,1
91007351,0,3
91007352,0,19
91007353,0,1
91007354,0,509
91007357,0,1
91007362,0,4
91007365,0,3
91007366,0,3
91007367,0,1
91007372,0,3
91007376,0,3
91007377,0,3
91007379,0,5
91007380,0,3
91007381,0,4
91007383,0,5
91007386,0,3
91007387,0,5
91007389,0,3
91007390,0,4
91007391,0,1
91007393,0,1
91007394,0,6
91007395,0,4
91007396,0,5
91007397,0,1
91007400,0,2
91007408,0,-1
91007414,0,3
91007431,0,6
91007432,0,1
91007433,0,1
91007434,0,5
91007437,0,6
91007438,0,5
91007447,0,8
91007460,0,2
91007469,0,6
91007470,950,3
91007479,0,2
91007480,0,3
91007481,0,1
91007482,0,3
91007487,0,20
91007490,0,2
91007493,0,2
91007494,0,1
91007495,0,2
91007497,0,1
91007498,0,1
91007504,0,5
91007507,0,1
91007511,0,2
91007514,0,4
91007533,0,40
91007534,0,4
91007541,0,7
91007547,0,14
91007549,0,3
91007576,0,5
91007578,0,1
91007579,0,1
91007621,0,1
91007628,0,1
91007632,0,1
91007633,0,4
91007636,0,5
91007664,0,1
91007670,0,3
91007671,0,5
91007672,0,10
91007679,0,6
91007701,0,2
91007713,0,155
91007717,0,8
91007718,0,1
91007734,0,4
91007736,0,2
91007737,0,2
91007738,0,5
91007739,0,12
91007740,0,1
91007741,0,4
91007742,0,1
91007743,0,3
91009096,0,3
91012706,0,1
91012714,0,5
91012715,0,4
91012727,0,21
91012732,0,2
91012733,0,2
91012734,0,4
91012737,0,26
91012741,0,12
91012742,0,3
91012745,0,3
91012748,0,11
91012766,2000,8
91012768,0,1
91012771,0,1
91013749,0,1
91021123,0,1
91021124,0,2
91021133,0,2
91021153,0,3
91021159,0,4
91021177,0,4
91021178,0,6
91021185,0,20
91021191,0,18
91025105,0,1
91025202,0,1
91030109,0,83
91031112,0,9
91032103,0,1
91032104,0,2
91032109,0,1
91032159,0,4
91043141,0,3
91043160,0,9
91043189,0,1
91043242,0,3
91044279,0,13
91044280,0,14
91045120,0,10
91045129,0,10
91045181,0,9
91049113,0,13
91049115,0,4
91049202,0,10
91049203,0,2
91049208,0,5
91049209,0,10
91049210,0,4
91049211,150,11
91049217,0,7
91049234,0,15
91049258,0,24
91049362,0,6
91066117,0,4
91066118,0,3
91074145,0,3
91074149,0,2
91074285,0,3
91074286,1466.67,3
91078111,0,1
91092131,0,3
91092142,0,1
91092144,0,2
91096971,0,2
91110381,0,5
91110382,0,2
91110389,0,1
91110392,0,2
91110393,0,7
91110394,0,9
91117106,0,12
91117113,0,1
91117114,0,2
91119115,0,23
91119180,231.43,7
91124172,0,4
91124174,0,4
91124460,0,1
91124474,0,3
91124476,0,3
91133110,0,3
91133114,0,15
91137108,0,12
91137111,0,5
91137132,0,7
91142421,0,2
91142453,0,3
91142475,0,4
91145301,0,2
91152105,0,3
91152107,0,2
91152108,0,3
91163103,0,8
91165111,0,7
91171121,0,1
91178103,0,78
91183504,0,1
91185106,0,1
91193151,122,53
91193170,0,1
91193171,0,-1
91203109,0,1
91203153,0,3
91203225,0,2
91206361,0,2
91212138,0,4
91212142,2090,1
91220112,0,4
91224131,0,8
91224133,0,10
91224137,0,5
91224150,0,2
91224154,0,1
91228110,0,1
91228116,0,17
91228119,0,1
91228138,0,4
91228151,0,2
91228152,0,2
91228154,0,1
91244146,0,3
91244352,0,1
91249112,0,1
91269112,0,1
91269113,0,1
91308160,0,5
91308220,0,3
91321103,0,1
91323136,0,1
91323237,0,3
91324108,0,4
91324112,0,20
91324113,0,3
91324114,0,35
91324119,0,4
91324120,0,4
91324122,0,1
91324123,0,2
91324134,0,58
91324352,0,8
91324354,0,1
91324780,0,3
91324825,0,2
91324839,0,4
91324865,0,4
91324893,0,5
91324901,0,7
91324905,0,5
91324907,0,2
91324909,0,3
91339198,0,9
91339240,0,4
91339296,0,14
91339334,0,4
91339375,0,4
91339381,0,3
91339382,0,1
91339383,0,2
91339385,0,2
91339386,0,1
91339388,0,2
91339393,0,-1
91339394,0,3
91339410,0,4
91339411,0,4
91339422,0,7
91339665,0,5
91344109,0,2
91347120,0,6
91347190,0,3
91347191,0,3
91349136,0,6
91349205,0,4
91349207,0,1
91360701,0,6
91376107,0,25
91376124,0,8
91376125,337.5,5
91376195,0,2
91378262,700,48
91378292,0,2
91378703,0,3
91382705,0,23
91382712,0,15
91382713,0,21
91382803,0,1
91387122,0,1
91387249,0,7
91387250,0,8
91389204,0,2
91422702,0,3
91424107,0,16
91432135,0,10
91432223,0,25
91432261,0,7
91469110,0,12
91469130,0,8
91469131,0,-1
91469194,0,4
91469217,4000,2
91471141,0,8
91471180,0,1
91471359,0,5
91471413,0,2
91471435,0,7
91471448,0,8
91472140,3.96,2600
91476150,0,7
91476151,0,5
91486194,0,22
91486251,0,25
91486412,0,7
91486552,0,3
91486580,0,5
91486590,0,4
91486630,0,39
91501110,0,9
91501112,0,9
91501113,0,3
91513175,0,5
91513176,0,8
91513178,0,9
91513179,0,12
91513181,0,5
91513192,0,1
91541301,0,4
91546256,0,3
91546273,0,2
91546274,0,2
91546292,0,2
91546374,0,20
91546385,0,10
91546391,0,6
91546395,0,1
91546477,0,7
91546489,0,4
91546490,0,1
91551118,0,2
91562604,0,6
91563122,0,8
91563132,0,2
91563409,0,16
91563439,0,12
91563508,0,10
91563519,0,5
91563551,0,33
91579101,0,5
91580110,0,14
91582107,0,2
91582125,0,14
91582143,0,31
91582303,0,3
91582304,0,7
91594128,0,3
91594201,0,63
91594202,0,16
91594316,0,22
91594350,0,7
91594354,0,1
91603136,0,3
91603143,0,12
91603174,0,9
91603210,3500,1
91603241,0,3
91603242,0,1
91603263,0,6
91603269,0,2
91603321,0,1
91603334,0,3
91603360,0,3
91607149,0,2
91607150,0,4
91623110,0,9
91625102,0,4
91627701,0,3
91627702,0,2
91632109,0,3
91659110,0,6
91661302,0,14
91661305,0,12
91663144,0,1
91663148,305.02,11
91663149,0,5
91663162,0,2
91663167,0,2
91663192,0,2
91663208,0,7
91663234,0,16
91663260,0,3
91663264,0,2
91668343,0,10
91668344,0,23
91668346,0,13
91668399,0,20
91669110,0,70
91669124,0,8
91669148,0,7
91669155,0,13
91669266,0,13
91669306,0,2
91671340,0,7
91671363,0,3
91679301,0,14
91679302,0,11
91685124,0,2
91687102,0,6
91691173,0,3
91694126,0,6
91698229,0,1
91706102,0,6
91706163,0,26
91706164,0,175
91706190,0,16
91707137,91.25,350
91717211,0,5
91730133,0,-4
91744137,0,1
91776113,0,55
91776115,0,34
91788225,0,2
91788232,0,2
91788240,0,2
91788245,0,3
91788250,0,1
91788257,0,1
91788258,0,1
91788260,0,4
91788261,0,1
91788318,0,3
91788319,0,1
91788320,0,4
91788323,0,6
91788325,0,2
91788326,0,1
91788327,0,4
91788337,0,1
91790185,0,-5
91817107,0,22
91918181,0,2
91966949,0,4
91990106,0,3
91992020,0,2
91992229,0,1
91992560,0,6
91992622,0,3
91992859,0,3
91992960,0,1
91992961,0,35
91992962,0,5
9199478,0,1
91996351,0,5
91996398,0,5
91996412,0,5
91996417,0,3
91996428,0,7
91996435,0,1
91996436,0,1
91996453,0,3
91996479,0,6
91996480,0,8
91996487,0,1
91996488,0,1
91996495,0,2
91996520,0,1
91996522,0,3
91996523,0,5
91996524,0,6
91996525,0,6
91996527,0,2
91996567,0,2
91996590,0,7
91996606,0,21
91996612,0,10
91996618,0,3
91996626,0,21
91996677,0,1
91996717,0,3
91996723,0,3
91996734,487.5,8
91996737,0,6
91996739,0,2
91996748,0,6
91996785,0,4
91996802,0,4
91996803,0,4
91996814,0,4
91996827,0,5
91996835,0,1
91996844,0,10
91996859,0,5
91996949,0,1
91996953,0,5
91996954,0,10
91996966,0,3
91996986,0,2
91996987,0,8
91997016,110,12
91997018,0,3
91997019,0,1
91997022,0,6
91997037,0,5
91997038,1650,1
91997060,0,4
91997070,0,9
91997075,4000,1
91997097,0,5
91997104,0,10
91997115,0,2
91997116,0,2
91997140,0,4
91997166,0,5
91997172,0,1
91997179,0,2
91997181,0,5
91997183,0,4
91997184,0,5
91997191,0,9
91997212,814.29,6
91997213,0,2
91997216,0,4
91997238,0,1
91997244,0,5
91997253,0,2
91997260,0,8
91997263,0,48
91997272,0,7
91997276,0,3
91997279,1075,2
91997308,0,3
91997320,0,1
91997337,0,2
91997340,0,9
91997345,0,1
91997371,0,1
91997383,0,5
91997384,0,3
91997399,0,1
91997448,0,5
91997524,0,10
91997527,65.45,7
91997565,375,6
91997576,45,32
91997598,0,13
91997607,0,2
91997728,0,7
91997751,0,6
91997789,0,1
91997790,0,7
91997796,0,4
91997862,0,2
91997874,0,1
91997906,0,11
91997950,0,1
91997962,0,1
91997968,0,6
91998023,0,13
91998094,0,2
91998111,12,50
91998119,0,50
91998124,0,6
91998125,0,3
91998135,0,8
91998143,0,2
91998242,0,4
91998244,0,9
91998255,0,3
91998310,0,9
91998383,0,12
91998567,0,1
91998569,0,1
91998573,0,3
91998631,0,5
91998658,0,4
91998667,0,2
91998672,0,8
91998775,0,6
91998850,0,3
91998854,0,5
91998939,0,3
91998948,0,15
91998981,0,4
91998982,0,7
91999016,0,6
91999037,0,6
91999048,2200,1
91999052,0,7
91999053,0,8
91999157,0,4
91999190,0,2
91999251,0,3
91999295,0,2
91999302,0,4
91999311,0,11
91999312,1050,4
91999314,1050,4
91999318,0,4
91999319,0,3
91999320,0,4
91999323,0,3
91999324,0,7
91999325,0,5
91999327,0,3
91999340,0,16
91999344,0,3
91999350,0,16
91999359,0,3
91999360,0,7
91999362,0,6
91999364,0,2
91999384,0,5
91999385,0,8
91999387,0,10
91999388,0,2
91999394,0,16
91999414,0,1
91999421,0,6
91999461,0,3
91999463,0,4
91999464,0,2
91999466,0,7
91999477,0,17
91999480,0,1
91999487,0,2
91999498,0,18
91999522,0,9
91999594,0,5
91999598,0,6
91999716,2,2
91999734,0,2
91999776,0,2
91999780,0,1
91999795,0,2
91999799,0,2
91999806,0,-3
91999811,0,1
91999918,0,4
92012798,114.15,14
92017002,146,8
92017005,0,-4
92017102,14324,1
92017108,0,11
92017110,0,2
92017111,0,2
92017112,0,6
92017143,0,1
92017197,6200,1
92017224,0,3
92017269,466.67,3
92017278,76.01,24
92017280,0,4
92017301,0,11
92021102,0,-2
92021138,63,4
92021140,0,17
92021143,94,10
92022112,0,10
92022113,0,4
92022114,0,7
92022115,0,3
92022116,0,64
92022117,0,3
92022118,0,3
92022119,0,4
92022220,0,95
92022221,0,12
92022222,0,24
92022223,0,1
92022224,0,13
92022225,0,10
92022226,0,5
92022227,0,6
92022228,0,2
92022230,0,1
92022231,0,5
92022232,0,3
92022233,0,8
92022234,0,2
92022235,0,9
92022236,0,4
92022237,0,2
92022238,0,1
92022239,0,13
92022240,0,4
92022241,0,2
92022242,0,2
92022243,0,2
92022244,0,7
92022245,0,7
92022246,0,10
92022247,0,2
92022248,0,2
92022249,0,4
92022250,0,34
92022251,0,2
92022252,0,6
92022254,0,12
92022255,0,1
92022256,0,10
92022258,0,2
92022259,0,6
92022260,0,4
92022261,0,218
92022262,0,2
92022263,0,4
92022264,0,7
92022265,0,4
92022266,0,1
92022267,0,12
92022268,0,5
92030133,0,130
92032001,0,6
92032002,0,5
92032003,0,7
92032004,0,3
92032005,0,6
92032006,0,1
92032007,0,2
92032008,0,2
92032009,0,2
92032010,0,8
92032011,0,6
92032012,0,2
92032013,0,12
92032014,0,2
92032016,0,2
92032017,0,4
92032018,0,4
92032019,0,2
92032020,0,2
92032021,0,11
92032022,0,2
92032023,0,2
92032024,0,11
92032025,0,1
92032026,0,1
92032027,0,1
92032028,0,6
92032029,0,3
92032030,0,2
92032031,0,1
92032032,0,1
92032033,0,9
92032034,0,1
92032035,0,1
92032036,0,5
92032037,0,2
92032038,0,1
92032039,0,8
92032040,0,9
92032041,0,1
92032043,0,1
92032044,0,4
92032045,0,3
92032046,0,5
92032047,0,6
92032048,0,3
92032049,350,12
92032050,0,1
92032051,0,5
92032052,0,1
92032053,0,3
92032054,0,2
92032055,0,-4
92032056,0,2
92032057,0,2
92032058,0,1
92032059,0,1
92032060,0,1
92032061,3000,2
92032063,0,3
92032064,0,16
92032066,1032.87,1
92032067,0,1
92032068,0,5
92032069,19363.8,1
92032070,0,15
92032073,0,69
92032074,543.33,2
92032075,490,2
92032076,0,32
92032078,0,1
92032079,0,1
92032080,4.71,45
92032081,0,-2
92032082,0,1
92032085,0,6
92032086,0,1
92032087,0,3
92032088,0,5
92032089,0,5
92032090,0,4
92032091,0,4
92032092,0,5
92032093,5.78,230
92032094,0,70
92032095,0,129
92032096,1874.21,1
92032097,251.93,29
92032098,0,16
92032100,0,6
92032107,0,14
92032108,0,1
92032117,0,278
92032118,0,6
92032122,0,150
92032123,0,27
92032124,0,42
92032128,0,7
92032129,0,19
92032131,0,7
92032134,0,3
92032135,0,52
92032138,0,23
92032139,0,1
92032145,0,3
92032146,0,3
92032147,0,3
92032152,0,1
92032155,0,2
92032163,0,10
92032168,0,2
92032169,0,3
92032170,0,1
92032171,0,26
92032173,0,3
92032177,0,100
92032179,0,5
92032185,0,7
92032186,0,4
92032187,0,10
92032191,0,24
92032196,42,4
92032197,0,-2
92032205,0,1
92032208,0,20
92032215,0,1
92032226,0,1
92032227,0,7
92032228,0,1
92032230,0,6
92032231,0,1
92032238,0,2
92032257,0,1
92032260,450,4
92032268,0,3
92032276,0,8
92032279,0,23
92032287,0,8
92032291,0,2
92032293,0,1
92032297,0,4
92032302,0,1
92032304,0,7
92032306,0,3
92032307,0,1
92032309,0,68
92032310,0,39
92032311,0,8
92032318,0,14
92032319,0,12
92032321,0,29
92032322,0,2
92032329,0,1
92032333,0,2
92032334,600,4
92032335,0,23
92032338,0,6
92032342,0,2
92032348,0,8
92032349,0,7
92032352,0,6
92032355,0,6
92032357,0,3
92032359,0,7
92032364,0,7
92032366,0,5
92032367,0,6
92032376,0,2
92032381,0,96
92032383,0,1
92032384,0,13
92032385,0,14
92032386,0,2
92032387,0,3
92032388,0,4
92032390,0,5
92032391,0,20
92032393,0,17
92032394,0,1
92032397,0,1
92032398,0,3
92032400,0,2
92032401,0,3
92032403,0,4
92032404,0,1
92032406,0,3
92032407,0,11
92032410,0,2
92032417,0,6
92032422,0,2
92032424,0,4
92032427,0,6
92032428,0,4
92032443,0,3
92032445,0,1
92032446,0,3
92032447,0,6
92032451,0,27
92032456,0,5
92032457,0,2
92032459,0,1
92032460,0,2
92032462,0,5
92032463,0,1
92032464,0,2
92032465,0,1
92032466,0,2
92032470,0,32
92032472,0,9
92032473,0,3
92032478,0,2
92032480,0,4
92032481,0,23
92032482,0,5
92032483,0,5
92032491,0,9
92032495,0,5
92032508,0,5
92032509,0,1
92032511,0,3
92032512,0,8
92032513,0,7
92032514,0,15
92032515,0,4
92032516,0,4
92032517,0,5
92032518,0,4
92032519,0,4
92032520,0,13
92032521,0,3
92032522,0,20
92032523,0,16
92032524,0,4
92032555,0,2
92032559,0,1
92032560,0,2
92032590,0,9
92032591,0,2
92032592,0,1
92032594,0,1
92032596,0,1
92032597,0,11
92032598,0,15
92032600,0,5
92032602,0,8
92032605,0,9
92032608,0,9
92032609,0,17
92032611,0,8
92032612,0,1
92032616,0,1
92032617,0,19
92032619,0,1
92032621,0,1
92032623,0,2
92032624,0,4
92032626,0,4
92032628,0,3
92032629,0,4
92032631,0,22
92032632,0,1
92032633,0,1
92032634,0,5
92032635,0,4
92032637,0,1
92032639,0,19
92032640,0,1
92032662,790,2
92032663,550,2
92032666,725,4
92032671,0,3
92032673,0,5
92032674,0,5
92032675,0,4
92032682,0,1
92032685,0,3
92032686,0,9
92032689,0,1
92032690,0,2
92032705,0,2
92032706,0,4
92032723,0,3
92032737,0,2
92032740,0,11
92032783,2500,2
92032810,0,2
92032812,0,1
92032813,0,4
92032814,0,4
92032815,0,16
92032816,0,40
92032817,0,1
92032818,0,21
92032819,0,3
92032820,0,3
92032822,0,1
92032823,0,3
92032824,0,4
92032825,0,4
92032826,0,1
92032827,0,2
92032828,0,16
92032829,0,1
92032830,0,9
92032831,0,4
92032832,0,4
92032833,0,3
92032834,0,1
92032835,0,4
92032836,0,3
92032837,342.86,7
92032838,0,5
92032840,0,-2
92032841,75,8
92032846,0,2
92033122,0,2
92033123,0,3
92033124,0,3
92033125,0,1
92033126,0,1
92033168,0,7
92034199,0,2
92034200,0,2
92038220,0,3
92038221,0,6
92038222,0,11
92038223,0,4
92038224,0,4
92038226,0,2
92038227,0,5
92038229,0,3
92038230,0,8
92038231,0,2
92038232,0,3
92038233,0,4
92038234,0,4
92038235,0,3
92038236,0,1
92038237,0,1
92038238,0,2
92038239,0,1
92038240,0,7
92038241,0,1
92038242,0,1
92038243,0,5
92038244,0,3
92038247,0,3
92038248,0,2
92038249,0,2
92038250,0,7
92038251,0,1
92038252,0,1
92038253,0,6
92038254,0,9
92038255,0,2
92038256,0,4
92038257,0,9
92038258,0,11
92038259,0,2
92038260,0,1
92038261,0,1
92038262,0,1
92038263,0,1
92038264,0,1
92038265,0,1
92038266,0,2
92038267,0,1
92038268,0,4
92038269,0,6
92038270,0,2
92038271,0,13
92038272,0,6
92038274,0,20
92038275,0,82
92038276,0,9
92038278,0,14
92038279,0,19
92038280,0,43
92038281,0,17
92038282,0,19
92038283,0,6
92038284,0,16
92038285,0,10
92038286,0,6
92038287,0,22
92038288,0,20
92042119,0,-1
92042134,92,10
92043246,0,1
92047184,0,3
92051102,0,1
92051104,0,1
92051106,0,1
92051107,0,3
92051108,0,29
92051110,0,-2
92051111,0,3
92051112,0,3
92051113,0,4
92051114,0,3
92051115,0,3
92051116,0,1
92051117,0,1
92051118,0,6
92051119,0,9
92051120,0,1
92051121,74.17,16
92051122,128.57,7
92051123,0,32
92051124,273,25
92051125,0,3
92051126,0,3
92051127,0,2
92051128,0,4
92051129,0,3
92051130,0,2
92051131,0,19
92051136,0,1
92051137,0,1
92051138,0,4
92051139,0,1
92051140,0,1
92051141,0,1
92051142,0,1
92051143,0,1
92051144,0,1
92051145,0,14
92051146,0,15
92051147,0,2
92051150,0,-1
92051151,23062.5,1
92051153,0,2
92051154,0,1
92051155,0,2
92051156,0,1
92066106,0,2
92066110,0,3
92071103,0,41
92074122,0,1
92074351,0,17
92074359,0,10
92089102,1500,5
92110232,0,6
92110410,0,38
92124108,0,1
92124110,0,6
92124404,0,6
92124425,0,2
92130101,0,4
92130107,0,3
92130108,0,5
92130109,0,4
92130154,0,6
92130164,0,3
92130208,0,6
92133137,0,2
92136605,0,4
92148125,31,30
92171163,0,6
92171171,0,20
92171172,0,1
92193116,0,47
92308138,0,12
92308147,0,3
92308184,0,1
92308206,0,3
92308207,0,13
92308208,0,3
92308209,0,7
92308210,0,7
92308211,0,2
92308212,0,2
92308213,0,1
92308214,0,3
92308215,0,6
92308217,0,6
92308218,0,7
92308219,0,6
92308220,0,3
92308221,0,9
92308225,0,1
92308228,0,5
92308250,0,10
92308254,0,1
92321298,0,5
92321299,0,2
92324105,0,2
92324106,0,6
92324472,0,2
92324474,0,6
92324477,0,3
92324497,0,3
92324498,0,1
92324499,0,1
92339139,0,8
92339140,0,1
92339167,0,6
92339169,0,7
92339170,0,4
92339277,0,6
92339287,0,5
92339297,0,1
92339434,0,2
92370128,0,3
92378170,0,8
92378171,0,6
92378177,0,41
92378178,950,6
92378183,75,100
92378305,0,2
92378901,0,2
92380148,0,1
92382115,0,3
92387179,0,11
92389218,0,1
92389219,0,1
92391117,0,1
92417104,0,2
92417105,0,2
92417121,0,9
92417122,0,9
92439116,0,2
92439125,0,7
92458168,0,14
92458176,0,5
92458178,0,4
92458185,0,1
92458186,0,1
92458189,0,1
92471271,0,7
92471319,0,10
92475149,0,3
92485113,0,2
92486158,0,32
92486159,0,19
92486160,0,61
92486212,343.75,8
92486237,248.57,14
92486256,0,1
92486461,0,2
92486561,0,2
92486643,0,1
92486644,0,1
92486661,0,2
92495121,0,1
92526122,2080,5
92526123,0,5
92526137,0,2
92526178,0,3
92563150,0,22
92563507,26181,1
92563539,0,23
92563552,0,21
92582117,0,29
92603375,0,3
92603395,0,1
92621111,0,8
92656106,6881.64,2
92663184,0,10
92663209,0,2
92663244,0,2
92668182,0,7
92668197,0,60
92668198,0,4
92668202,0,22
92668240,0,60
92668244,0,13
92668255,0,2
92668257,0,22
92668262,0,10
92668263,0,22
92668265,0,18
92668268,0,35
92668273,0,9
92668274,0,7
92668277,0,48
92668287,0,2
92668294,0,42
92668296,0,9
92668302,0,20
92668303,0,47
92668323,0,19
92668393,0,8
92668405,0,25
92668482,0,37
92668639,0,8
92668645,0,33
92668831,0,4
92668869,0,25
92668901,0,10
92668960,0,2
92669280,0,4
92671138,0,1
92671209,0,4
92671244,0,5
92671354,0,3
92672302,0,-6
92672308,1228.85,12
92680130,0,75
92689110,0,1
92751107,0,3
92769113,0,2
92769114,0,1
92769126,0,2
92769152,0,1
92769162,0,4
92769163,0,5
92781190,0,1
92991000,0,-1
92991001,0,9
92991002,0,2
92991003,0,2
92991004,0,1
92991005,10000,1
92991006,0,6
92991008,0,5
92991009,0,1
92991010,0,3
92991011,0,6
92991012,0,2
92991013,0,4
92991014,0,7
92991015,0,6
92991016,0,6
92991017,0,2
92991018,0,1
92991019,0,50
92991020,0,4
92991021,0,3
92991022,0,15
92991023,0,9
92991024,0,19
92991025,150,7
92991026,0,6
92991027,0,10
92991028,0,7
92991029,11000,1
92991030,650,1
92991031,250,6
92991032,0,-1
92991034,0,-1
92995201,0,5
92996302,0,3
92996307,0,2
92996309,0,7
92996317,0,1
92996320,0,2
92996321,0,2
92996322,0,13
92996324,0,1
92996329,0,2
92996334,0,2
92996339,0,1
92996361,0,4
92996363,0,2
92996368,0,6
92996369,0,4
92996370,0,2
92996447,0,1
92996448,0,1
92996455,0,3
92996465,0,3
92996485,0,2
92996499,0,4
92996553,0,1
92996598,0,1
92996743,0,2
92996980,45,100
92997099,0,9
92997230,0,6
92997417,0,3
92997419,0,2
92997420,0,2
92997521,0,3
92997532,0,2
92997541,0,10
92997547,0,5
92997552,0,1
92997559,0,2
92997560,0,6
92997569,0,3
92997570,0,3
92997572,0,7
92997582,0,1
92997592,0,2
92997597,0,9
92997635,0,14
92997650,0,11
92997710,0,5
92997721,0,6
92997724,0,1
92997765,0,5
92997776,0,14
92997820,0,3
92997821,0,2
92997836,0,4
92997837,0,2
92997838,0,2
92997839,0,3
92997840,0,7
92997846,0,2
92997849,0,6
92997850,0,3
92997853,0,2
92997854,0,3
92997855,0,2
92997922,0,10
92997929,0,6
92997938,0,2
92997942,0,4
92997945,0,4
92997947,0,3
92997965,0,1
92998001,0,3
92998066,0,2
92998090,0,4
92998091,0,5
92998139,0,4
92998404,0,3
92998506,0,1
92998507,0,1
92998509,0,1
92998541,0,4
92998592,0,4
92998637,0,2
92998682,0,4
92998689,0,1
92998690,0,3
92998694,0,3
92998696,0,1
92998872,0,1
92998903,0,4
92998954,0,4
92998956,0,4
92998963,0,2
92998970,0,3
92998972,0,3
92998984,0,12
92998986,0,6
92998987,0,100
92998988,0,2
92998992,0,12
92998994,0,2
92998997,0,21
92998999,0,8
92999008,650,2
92999312,0,1
92999376,0,1
92999379,0,2
92999393,0,1
92999424,0,1
92999453,0,22
92999497,0,4
92999537,0,-2
92999538,0,-1
92999549,3350,1
92999551,0,-1
92999555,0,-3
92999556,0,-1
92999562,0,-1
92999564,84,10
92999571,0,5
92999587,226,6
92999589,144,4
92999653,416.67,2
92999778,0,7
92999825,0,2
92999896,0,5
92999929,232,5
92999930,0,18
92999936,0,5
92999938,309.38,5
92999939,0,3
92999941,0,9
92999948,3385.8,3
92999953,0,-1
92999957,390,9
92999971,0,5
92999976,0,3
92999977,0,12
92999978,0,4
92999980,0,3
92999982,0,9
92999985,134.26,5
93030134,0,2
93030135,0,1
93030146,0,18
93044313,0,1
93044565,0,4
93044568,0,2
93046231,0,3
93137104,0,65
93148194,0,-12
93308145,0,6
93311105,0,7
93324146,0,-1
93324202,0,5
93324263,0,5
93324264,0,5
93324307,490,4
93324732,0,7
93324764,0,2
93324765,0,5
93324767,0,3
93324772,0,63
93324773,0,4
93324780,0,7
93324781,0,2
93339264,0,7
93347104,583.33,3
93373184,0,8
93378184,0,10
93389127,0,8
93458143,0,12
93471466,0,53
93475181,0,2
93668114,0,16
93668120,0,12
93668622,0,8
93668801,0,4
93669101,0,10
93692107,0,9
93693102,0,76
93997960,0,3
93999786,0,6
93999885,0,7
95003010,225,4
95003123,0,-3
95003130,0,1
95003138,0,13
95003140,0,12
95003141,0,6
95003142,0,4
95003144,0,41
95003145,0,1
95003149,0,2
95003161,0,8
95003162,0,15
95003163,0,5
95003164,0,6
95003165,0,12
95003166,0,9
95003167,0,6
95003168,0,2
95003169,0,2
95003170,0,-1
95003171,0,92
95003172,0,9
95003173,0,1
95003174,0,12
95003175,0,8
95003176,0,3
95003178,0,7
95003179,0,2
95043153,0,2
95044101,0,2
95044105,0,5
95044106,0,12
95044108,0,3
95044109,0,10
95044110,0,1
95044112,0,7
95044115,0,2
95044116,0,11
95044118,0,1
95044119,0,3
95044129,0,5
95044131,0,3
95044133,0,3
95044135,0,9
95044136,0,3
95044138,0,2
95044139,0,21
95044141,0,3
95044142,0,2
95044151,0,21
95044157,0,1
95044159,0,4
95044163,0,2
95044164,0,3
95044165,0,6
95044169,0,1
95044170,0,2
95044174,0,2
95044175,0,7
95044176,0,1
95044177,3.75,12
95044178,0,4
95044179,0,2
95044180,0,2
95044183,0,18
95044186,0,3
95044187,0,7
95044188,0,6
95044189,0,7
95044190,0,4
95044191,0,-1
95044192,0,1
95044193,0,3
95044194,0,1
95044195,0,1
95044200,822.22,9
95044202,0,16
95044206,135,8
95044207,76,13
95044208,0,13
95044211,0,3
95044212,0,2
95044214,0,2
95044216,0,1
95044217,0,1
95044220,0,2
95044221,0,1
95044222,0,1
95044224,0,3
95044225,0,4
95044226,0,6
95044227,0,5
95044230,0,2
95044231,0,2
95044233,0,6
95044236,0,4
95044237,0,2
95044238,0,2
95044240,0,5
